DATE_ID,FULL_DATE,YEAR,QUARTER,MONTH,MONTH_NAME,WEEK,DAY_OF_WEEK,IS_WEEKEND,IS_HOLIDAY
20230218,2023-02-18,2023,Q1,2,February,7,Saturday,Y,N
20230219,2023-02-19,2023,Q1,2,February,7,Sunday,Y,Y
20230220,2023-02-20,2023,Q1,2,February,8,Monday,N,N
20230221,2023-02-21,2023,Q1,2,February,8,Tuesday,N,Y
20230222,2023-02-22,2023,Q1,2,February,8,Wednesday,N,N
20230223,2023-02-23,2023,Q1,2,February,8,Thursday,N,N
20230224,2023-02-24,2023,Q1,2,February,8,Friday,N,N
20230225,2023-02-25,2023,Q1,2,February,8,Saturday,Y,N
20230226,2023-02-26,2023,Q1,2,February,8,Sunday,Y,Y
20230227,2023-02-27,2023,Q1,2,February,9,Monday,N,Y
20230228,2023-02-28,2023,Q1,2,February,9,Tuesday,N,N
20230301,2023-03-01,2023,Q1,3,March,9,Wednesday,N,Y
20230302,2023-03-02,2023,Q1,3,March,9,Thursday,N,N
20230303,2023-03-03,2023,Q1,3,March,9,Friday,N,N
20230304,2023-03-04,2023,Q1,3,March,9,Saturday,Y,Y
20230305,2023-03-05,2023,Q1,3,March,9,Sunday,Y,N
20230306,2023-03-06,2023,Q1,3,March,10,Monday,N,N
20230307,2023-03-07,2023,Q1,3,March,10,Tuesday,N,N
20230308,2023-03-08,2023,Q1,3,March,10,Wednesday,N,N
20230309,2023-03-09,2023,Q1,3,March,10,Thursday,N,N
20230310,2023-03-10,2023,Q1,3,March,10,Friday,N,N
20230311,2023-03-11,2023,Q1,3,March,10,Saturday,Y,N
20230312,2023-03-12,2023,Q1,3,March,10,Sunday,Y,N
20230313,2023-03-13,2023,Q1,3,March,11,Monday,N,N
20230314,2023-03-14,2023,Q1,3,March,11,Tuesday,N,Y
20230315,2023-03-15,2023,Q1,3,March,11,Wednesday,N,Y
20230316,2023-03-16,2023,Q1,3,March,11,Thursday,N,N
20230317,2023-03-17,2023,Q1,3,March,11,Friday,N,Y
20230318,2023-03-18,2023,Q1,3,March,11,Saturday,Y,N
20230319,2023-03-19,2023,Q1,3,March,11,Sunday,Y,Y
20230320,2023-03-20,2023,Q1,3,March,12,Monday,N,N
20230321,2023-03-21,2023,Q1,3,March,12,Tuesday,N,N
20230322,2023-03-22,2023,Q1,3,March,12,Wednesday,N,N
20230323,2023-03-23,2023,Q1,3,March,12,Thursday,N,Y
20230324,2023-03-24,2023,Q1,3,March,12,Friday,N,N
20230325,2023-03-25,2023,Q1,3,March,12,Saturday,Y,N
20230326,2023-03-26,2023,Q1,3,March,12,Sunday,Y,N
20230327,2023-03-27,2023,Q1,3,March,13,Monday,N,N
20230328,2023-03-28,2023,Q1,3,March,13,Tuesday,N,Y
20230329,2023-03-29,2023,Q1,3,March,13,Wednesday,N,Y
20230330,2023-03-30,2023,Q1,3,March,13,Thursday,N,N
20230331,2023-03-31,2023,Q1,3,March,13,Friday,N,N
20230401,2023-04-01,2023,Q2,4,April,13,Saturday,Y,N
20230402,2023-04-02,2023,Q2,4,April,13,Sunday,Y,Y
20230403,2023-04-03,2023,Q2,4,April,14,Monday,N,N
20230404,2023-04-04,2023,Q2,4,April,14,Tuesday,N,Y
20230405,2023-04-05,2023,Q2,4,April,14,Wednesday,N,Y
20230406,2023-04-06,2023,Q2,4,April,14,Thursday,N,N
20230407,2023-04-07,2023,Q2,4,April,14,Friday,N,Y
20230408,2023-04-08,2023,Q2,4,April,14,Saturday,Y,N
20230409,2023-04-09,2023,Q2,4,April,14,Sunday,Y,N
20230410,2023-04-10,2023,Q2,4,April,15,Monday,N,N
20230411,2023-04-11,2023,Q2,4,April,15,Tuesday,N,Y
20230412,2023-04-12,2023,Q2,4,April,15,Wednesday,N,N
20230413,2023-04-13,2023,Q2,4,April,15,Thursday,N,N
20230414,2023-04-14,2023,Q2,4,April,15,Friday,N,N
20230415,2023-04-15,2023,Q2,4,April,15,Saturday,Y,N
20230416,2023-04-16,2023,Q2,4,April,15,Sunday,Y,N
20230417,2023-04-17,2023,Q2,4,April,16,Monday,N,N
20230418,2023-04-18,2023,Q2,4,April,16,Tuesday,N,N
20230419,2023-04-19,2023,Q2,4,April,16,Wednesday,N,N
20230420,2023-04-20,2023,Q2,4,April,16,Thursday,N,N
20230421,2023-04-21,2023,Q2,4,April,16,Friday,N,N
20230422,2023-04-22,2023,Q2,4,April,16,Saturday,Y,N
20230423,2023-04-23,2023,Q2,4,April,16,Sunday,Y,N
20230424,2023-04-24,2023,Q2,4,April,17,Monday,N,N
20230425,2023-04-25,2023,Q2,4,April,17,Tuesday,N,N
20230426,2023-04-26,2023,Q2,4,April,17,Wednesday,N,N
20230427,2023-04-27,2023,Q2,4,April,17,Thursday,N,Y
20230428,2023-04-28,2023,Q2,4,April,17,Friday,N,N
20230429,2023-04-29,2023,Q2,4,April,17,Saturday,Y,N
20230430,2023-04-30,2023,Q2,4,April,17,Sunday,Y,N
20230501,2023-05-01,2023,Q2,5,May,18,Monday,N,N
20230502,2023-05-02,2023,Q2,5,May,18,Tuesday,N,Y
20230503,2023-05-03,2023,Q2,5,May,18,Wednesday,N,Y
20230504,2023-05-04,2023,Q2,5,May,18,Thursday,N,N
20230505,2023-05-05,2023,Q2,5,May,18,Friday,N,Y
20230506,2023-05-06,2023,Q2,5,May,18,Saturday,Y,N
20230507,2023-05-07,2023,Q2,5,May,18,Sunday,Y,N
20230508,2023-05-08,2023,Q2,5,May,19,Monday,N,Y
20230509,2023-05-09,2023,Q2,5,May,19,Tuesday,N,N
20230510,2023-05-10,2023,Q2,5,May,19,Wednesday,N,N
20230511,2023-05-11,2023,Q2,5,May,19,Thursday,N,N
20230512,2023-05-12,2023,Q2,5,May,19,Friday,N,N
20230513,2023-05-13,2023,Q2,5,May,19,Saturday,Y,N
20230514,2023-05-14,2023,Q2,5,May,19,Sunday,Y,N
20230515,2023-05-15,2023,Q2,5,May,20,Monday,N,Y
20230516,2023-05-16,2023,Q2,5,May,20,Tuesday,N,N
20230517,2023-05-17,2023,Q2,5,May,20,Wednesday,N,N
20230518,2023-05-18,2023,Q2,5,May,20,Thursday,N,N
20230519,2023-05-19,2023,Q2,5,May,20,Friday,N,N
20230520,2023-05-20,2023,Q2,5,May,20,Saturday,Y,Y
20230521,2023-05-21,2023,Q2,5,May,20,Sunday,Y,N
20230522,2023-05-22,2023,Q2,5,May,21,Monday,N,N
20230523,2023-05-23,2023,Q2,5,May,21,Tuesday,N,N
20230524,2023-05-24,2023,Q2,5,May,21,Wednesday,N,Y
20230525,2023-05-25,2023,Q2,5,May,21,Thursday,N,Y
20230526,2023-05-26,2023,Q2,5,May,21,Friday,N,Y
20230527,2023-05-27,2023,Q2,5,May,21,Saturday,Y,N
20230528,2023-05-28,2023,Q2,5,May,21,Sunday,Y,N
20230529,2023-05-29,2023,Q2,5,May,22,Monday,N,N
20230530,2023-05-30,2023,Q2,5,May,22,Tuesday,N,N
20230531,2023-05-31,2023,Q2,5,May,22,Wednesday,N,N
20230601,2023-06-01,2023,Q2,6,June,22,Thursday,N,N
20230602,2023-06-02,2023,Q2,6,June,22,Friday,N,N
20230603,2023-06-03,2023,Q2,6,June,22,Saturday,Y,N
20230604,2023-06-04,2023,Q2,6,June,22,Sunday,Y,Y
20230605,2023-06-05,2023,Q2,6,June,23,Monday,N,N
20230606,2023-06-06,2023,Q2,6,June,23,Tuesday,N,N
20230607,2023-06-07,2023,Q2,6,June,23,Wednesday,N,N
20230608,2023-06-08,2023,Q2,6,June,23,Thursday,N,N
20230609,2023-06-09,2023,Q2,6,June,23,Friday,N,N
20230610,2023-06-10,2023,Q2,6,June,23,Saturday,Y,Y
20230611,2023-06-11,2023,Q2,6,June,23,Sunday,Y,N
20230612,2023-06-12,2023,Q2,6,June,24,Monday,N,N
20230613,2023-06-13,2023,Q2,6,June,24,Tuesday,N,N
20230614,2023-06-14,2023,Q2,6,June,24,Wednesday,N,Y
20230615,2023-06-15,2023,Q2,6,June,24,Thursday,N,N
20230616,2023-06-16,2023,Q2,6,June,24,Friday,N,N
20230617,2023-06-17,2023,Q2,6,June,24,Saturday,Y,N
20230618,2023-06-18,2023,Q2,6,June,24,Sunday,Y,N
20230619,2023-06-19,2023,Q2,6,June,25,Monday,N,N
20230620,2023-06-20,2023,Q2,6,June,25,Tuesday,N,N
20230621,2023-06-21,2023,Q2,6,June,25,Wednesday,N,N
20230622,2023-06-22,2023,Q2,6,June,25,Thursday,N,N
20230623,2023-06-23,2023,Q2,6,June,25,Friday,N,Y
20230624,2023-06-24,2023,Q2,6,June,25,Saturday,Y,N
20230625,2023-06-25,2023,Q2,6,June,25,Sunday,Y,Y
20230626,2023-06-26,2023,Q2,6,June,26,Monday,N,N
20230627,2023-06-27,2023,Q2,6,June,26,Tuesday,N,N
20230628,2023-06-28,2023,Q2,6,June,26,Wednesday,N,Y
20230629,2023-06-29,2023,Q2,6,June,26,Thursday,N,Y
20230630,2023-06-30,2023,Q2,6,June,26,Friday,N,N
20230701,2023-07-01,2023,Q3,7,July,26,Saturday,Y,N
20230702,2023-07-02,2023,Q3,7,July,26,Sunday,Y,N
20230703,2023-07-03,2023,Q3,7,July,27,Monday,N,Y
20230704,2023-07-04,2023,Q3,7,July,27,Tuesday,N,N
20230705,2023-07-05,2023,Q3,7,July,27,Wednesday,N,N
20230706,2023-07-06,2023,Q3,7,July,27,Thursday,N,Y
20230707,2023-07-07,2023,Q3,7,July,27,Friday,N,N
20230708,2023-07-08,2023,Q3,7,July,27,Saturday,Y,Y
20230709,2023-07-09,2023,Q3,7,July,27,Sunday,Y,N
20230710,2023-07-10,2023,Q3,7,July,28,Monday,N,N
20230711,2023-07-11,2023,Q3,7,July,28,Tuesday,N,Y
20230712,2023-07-12,2023,Q3,7,July,28,Wednesday,N,Y
20230713,2023-07-13,2023,Q3,7,July,28,Thursday,N,N
20230714,2023-07-14,2023,Q3,7,July,28,Friday,N,N
20230715,2023-07-15,2023,Q3,7,July,28,Saturday,Y,N
20230716,2023-07-16,2023,Q3,7,July,28,Sunday,Y,N
20230717,2023-07-17,2023,Q3,7,July,29,Monday,N,N
20230718,2023-07-18,2023,Q3,7,July,29,Tuesday,N,N
20230719,2023-07-19,2023,Q3,7,July,29,Wednesday,N,N
20230720,2023-07-20,2023,Q3,7,July,29,Thursday,N,N
20230721,2023-07-21,2023,Q3,7,July,29,Friday,N,N
20230722,2023-07-22,2023,Q3,7,July,29,Saturday,Y,N
20230723,2023-07-23,2023,Q3,7,July,29,Sunday,Y,Y
20230724,2023-07-24,2023,Q3,7,July,30,Monday,N,Y
20230725,2023-07-25,2023,Q3,7,July,30,Tuesday,N,N
20230726,2023-07-26,2023,Q3,7,July,30,Wednesday,N,Y
20230727,2023-07-27,2023,Q3,7,July,30,Thursday,N,N
20230728,2023-07-28,2023,Q3,7,July,30,Friday,N,N
20230729,2023-07-29,2023,Q3,7,July,30,Saturday,Y,N
20230730,2023-07-30,2023,Q3,7,July,30,Sunday,Y,N
20230731,2023-07-31,2023,Q3,7,July,31,Monday,N,N
20230801,2023-08-01,2023,Q3,8,August,31,Tuesday,N,Y
20230802,2023-08-02,2023,Q3,8,August,31,Wednesday,N,Y
20230803,2023-08-03,2023,Q3,8,August,31,Thursday,N,N
20230804,2023-08-04,2023,Q3,8,August,31,Friday,N,N
20230805,2023-08-05,2023,Q3,8,August,31,Saturday,Y,N
20230806,2023-08-06,2023,Q3,8,August,31,Sunday,Y,N
20230807,2023-08-07,2023,Q3,8,August,32,Monday,N,N
20230808,2023-08-08,2023,Q3,8,August,32,Tuesday,N,N
20230809,2023-08-09,2023,Q3,8,August,32,Wednesday,N,N
20230810,2023-08-10,2023,Q3,8,August,32,Thursday,N,Y
20230811,2023-08-11,2023,Q3,8,August,32,Friday,N,N
20230812,2023-08-12,2023,Q3,8,August,32,Saturday,Y,N
20230813,2023-08-13,2023,Q3,8,August,32,Sunday,Y,Y
20230814,2023-08-14,2023,Q3,8,August,33,Monday,N,N
20230815,2023-08-15,2023,Q3,8,August,33,Tuesday,N,Y
20230816,2023-08-16,2023,Q3,8,August,33,Wednesday,N,Y
20230817,2023-08-17,2023,Q3,8,August,33,Thursday,N,N
20230818,2023-08-18,2023,Q3,8,August,33,Friday,N,N
20230819,2023-08-19,2023,Q3,8,August,33,Saturday,Y,N
20230820,2023-08-20,2023,Q3,8,August,33,Sunday,Y,N
20230821,2023-08-21,2023,Q3,8,August,34,Monday,N,N
20230822,2023-08-22,2023,Q3,8,August,34,Tuesday,N,N
20230823,2023-08-23,2023,Q3,8,August,34,Wednesday,N,Y
20230824,2023-08-24,2023,Q3,8,August,34,Thursday,N,N
20230825,2023-08-25,2023,Q3,8,August,34,Friday,N,N
20230826,2023-08-26,2023,Q3,8,August,34,Saturday,Y,N
20230827,2023-08-27,2023,Q3,8,August,34,Sunday,Y,Y
20230828,2023-08-28,2023,Q3,8,August,35,Monday,N,Y
20230829,2023-08-29,2023,Q3,8,August,35,Tuesday,N,N
20230830,2023-08-30,2023,Q3,8,August,35,Wednesday,N,N
20230831,2023-08-31,2023,Q3,8,August,35,Thursday,N,N
20230901,2023-09-01,2023,Q3,9,September,35,Friday,N,N
20230902,2023-09-02,2023,Q3,9,September,35,Saturday,Y,N
20230903,2023-09-03,2023,Q3,9,September,35,Sunday,Y,N
20230904,2023-09-04,2023,Q3,9,September,36,Monday,N,N
20230905,2023-09-05,2023,Q3,9,September,36,Tuesday,N,Y
20230906,2023-09-06,2023,Q3,9,September,36,Wednesday,N,N
20230907,2023-09-07,2023,Q3,9,September,36,Thursday,N,N
20230908,2023-09-08,2023,Q3,9,September,36,Friday,N,N
20230909,2023-09-09,2023,Q3,9,September,36,Saturday,Y,N
20230910,2023-09-10,2023,Q3,9,September,36,Sunday,Y,N
20230911,2023-09-11,2023,Q3,9,September,37,Monday,N,N
20230912,2023-09-12,2023,Q3,9,September,37,Tuesday,N,N
20230913,2023-09-13,2023,Q3,9,September,37,Wednesday,N,N
20230914,2023-09-14,2023,Q3,9,September,37,Thursday,N,N
20230915,2023-09-15,2023,Q3,9,September,37,Friday,N,N
20230916,2023-09-16,2023,Q3,9,September,37,Saturday,Y,N
20230917,2023-09-17,2023,Q3,9,September,37,Sunday,Y,N
20230918,2023-09-18,2023,Q3,9,September,38,Monday,N,Y
20230919,2023-09-19,2023,Q3,9,September,38,Tuesday,N,N
20230920,2023-09-20,2023,Q3,9,September,38,Wednesday,N,Y
20230921,2023-09-21,2023,Q3,9,September,38,Thursday,N,N
20230922,2023-09-22,2023,Q3,9,September,38,Friday,N,N
20230923,2023-09-23,2023,Q3,9,September,38,Saturday,Y,N
20230924,2023-09-24,2023,Q3,9,September,38,Sunday,Y,N
20230925,2023-09-25,2023,Q3,9,September,39,Monday,N,N
20230926,2023-09-26,2023,Q3,9,September,39,Tuesday,N,N
20230927,2023-09-27,2023,Q3,9,September,39,Wednesday,N,N
20230928,2023-09-28,2023,Q3,9,September,39,Thursday,N,N
20230929,2023-09-29,2023,Q3,9,September,39,Friday,N,N
20230930,2023-09-30,2023,Q3,9,September,39,Saturday,Y,N
20231001,2023-10-01,2023,Q4,10,October,39,Sunday,Y,N
20231002,2023-10-02,2023,Q4,10,October,40,Monday,N,Y
20231003,2023-10-03,2023,Q4,10,October,40,Tuesday,N,N
20231004,2023-10-04,2023,Q4,10,October,40,Wednesday,N,Y
20231005,2023-10-05,2023,Q4,10,October,40,Thursday,N,N
20231006,2023-10-06,2023,Q4,10,October,40,Friday,N,Y
20231007,2023-10-07,2023,Q4,10,October,40,Saturday,Y,N
20231008,2023-10-08,2023,Q4,10,October,40,Sunday,Y,N
20231009,2023-10-09,2023,Q4,10,October,41,Monday,N,N
20231010,2023-10-10,2023,Q4,10,October,41,Tuesday,N,Y
20231011,2023-10-11,2023,Q4,10,October,41,Wednesday,N,N
20231012,2023-10-12,2023,Q4,10,October,41,Thursday,N,N
20231013,2023-10-13,2023,Q4,10,October,41,Friday,N,N
20231014,2023-10-14,2023,Q4,10,October,41,Saturday,Y,Y
20231015,2023-10-15,2023,Q4,10,October,41,Sunday,Y,N
20231016,2023-10-16,2023,Q4,10,October,42,Monday,N,N
20231017,2023-10-17,2023,Q4,10,October,42,Tuesday,N,N
20231018,2023-10-18,2023,Q4,10,October,42,Wednesday,N,N
20231019,2023-10-19,2023,Q4,10,October,42,Thursday,N,N
20231020,2023-10-20,2023,Q4,10,October,42,Friday,N,N
20231021,2023-10-21,2023,Q4,10,October,42,Saturday,Y,N
20231022,2023-10-22,2023,Q4,10,October,42,Sunday,Y,N
20231023,2023-10-23,2023,Q4,10,October,43,Monday,N,Y
20231024,2023-10-24,2023,Q4,10,October,43,Tuesday,N,N
20231025,2023-10-25,2023,Q4,10,October,43,Wednesday,N,N
20231026,2023-10-26,2023,Q4,10,October,43,Thursday,N,N
20231027,2023-10-27,2023,Q4,10,October,43,Friday,N,Y
20231028,2023-10-28,2023,Q4,10,October,43,Saturday,Y,N
20231029,2023-10-29,2023,Q4,10,October,43,Sunday,Y,N
20231030,2023-10-30,2023,Q4,10,October,44,Monday,N,N
20231031,2023-10-31,2023,Q4,10,October,44,Tuesday,N,N
20231101,2023-11-01,2023,Q4,11,November,44,Wednesday,N,N
20231102,2023-11-02,2023,Q4,11,November,44,Thursday,N,Y
20231103,2023-11-03,2023,Q4,11,November,44,Friday,N,Y
20231104,2023-11-04,2023,Q4,11,November,44,Saturday,Y,N
20231105,2023-11-05,2023,Q4,11,November,44,Sunday,Y,N
20231106,2023-11-06,2023,Q4,11,November,45,Monday,N,N
20231107,2023-11-07,2023,Q4,11,November,45,Tuesday,N,N
20231108,2023-11-08,2023,Q4,11,November,45,Wednesday,N,Y
20231109,2023-11-09,2023,Q4,11,November,45,Thursday,N,Y
20231110,2023-11-10,2023,Q4,11,November,45,Friday,N,N
20231111,2023-11-11,2023,Q4,11,November,45,Saturday,Y,Y
20231112,2023-11-12,2023,Q4,11,November,45,Sunday,Y,Y
20231113,2023-11-13,2023,Q4,11,November,46,Monday,N,N
20231114,2023-11-14,2023,Q4,11,November,46,Tuesday,N,N
20231115,2023-11-15,2023,Q4,11,November,46,Wednesday,N,N
20231116,2023-11-16,2023,Q4,11,November,46,Thursday,N,N
20231117,2023-11-17,2023,Q4,11,November,46,Friday,N,N
20231118,2023-11-18,2023,Q4,11,November,46,Saturday,Y,N
20231119,2023-11-19,2023,Q4,11,November,46,Sunday,Y,Y
20231120,2023-11-20,2023,Q4,11,November,47,Monday,N,N
20231121,2023-11-21,2023,Q4,11,November,47,Tuesday,N,N
20231122,2023-11-22,2023,Q4,11,November,47,Wednesday,N,N
20231123,2023-11-23,2023,Q4,11,November,47,Thursday,N,N
20231124,2023-11-24,2023,Q4,11,November,47,Friday,N,Y
20231125,2023-11-25,2023,Q4,11,November,47,Saturday,Y,N
20231126,2023-11-26,2023,Q4,11,November,47,Sunday,Y,N
20231127,2023-11-27,2023,Q4,11,November,48,Monday,N,N
20231128,2023-11-28,2023,Q4,11,November,48,Tuesday,N,N
20231129,2023-11-29,2023,Q4,11,November,48,Wednesday,N,Y
20231130,2023-11-30,2023,Q4,11,November,48,Thursday,N,N
20231201,2023-12-01,2023,Q4,12,December,48,Friday,N,Y
20231202,2023-12-02,2023,Q4,12,December,48,Saturday,Y,N
20231203,2023-12-03,2023,Q4,12,December,48,Sunday,Y,Y
20231204,2023-12-04,2023,Q4,12,December,49,Monday,N,N
20231205,2023-12-05,2023,Q4,12,December,49,Tuesday,N,N
20231206,2023-12-06,2023,Q4,12,December,49,Wednesday,N,N
20231207,2023-12-07,2023,Q4,12,December,49,Thursday,N,N
20231208,2023-12-08,2023,Q4,12,December,49,Friday,N,N
20231209,2023-12-09,2023,Q4,12,December,49,Saturday,Y,N
20231210,2023-12-10,2023,Q4,12,December,49,Sunday,Y,Y
20231211,2023-12-11,2023,Q4,12,December,50,Monday,N,N
20231212,2023-12-12,2023,Q4,12,December,50,Tuesday,N,N
20231213,2023-12-13,2023,Q4,12,December,50,Wednesday,N,N
20231214,2023-12-14,2023,Q4,12,December,50,Thursday,N,N
20231215,2023-12-15,2023,Q4,12,December,50,Friday,N,N
20231216,2023-12-16,2023,Q4,12,December,50,Saturday,Y,N
20231217,2023-12-17,2023,Q4,12,December,50,Sunday,Y,N
20231218,2023-12-18,2023,Q4,12,December,51,Monday,N,Y
20231219,2023-12-19,2023,Q4,12,December,51,Tuesday,N,N
20231220,2023-12-20,2023,Q4,12,December,51,Wednesday,N,N
20231221,2023-12-21,2023,Q4,12,December,51,Thursday,N,N
20231222,2023-12-22,2023,Q4,12,December,51,Friday,N,N
20231223,2023-12-23,2023,Q4,12,December,51,Saturday,Y,N
20231224,2023-12-24,2023,Q4,12,December,51,Sunday,Y,N
20231225,2023-12-25,2023,Q4,12,December,52,Monday,N,Y
20231226,2023-12-26,2023,Q4,12,December,52,Tuesday,N,N
20231227,2023-12-27,2023,Q4,12,December,52,Wednesday,N,Y
20231228,2023-12-28,2023,Q4,12,December,52,Thursday,N,N
20231229,2023-12-29,2023,Q4,12,December,52,Friday,N,Y
20231230,2023-12-30,2023,Q4,12,December,52,Saturday,Y,Y
20231231,2023-12-31,2023,Q4,12,December,52,Sunday,Y,N
20240101,2024-01-01,2024,Q1,1,January,1,Monday,N,N
20240102,2024-01-02,2024,Q1,1,January,1,Tuesday,N,N
20240103,2024-01-03,2024,Q1,1,January,1,Wednesday,N,N
20240104,2024-01-04,2024,Q1,1,January,1,Thursday,N,N
20240105,2024-01-05,2024,Q1,1,January,1,Friday,N,N
20240106,2024-01-06,2024,Q1,1,January,1,Saturday,Y,N
20240107,2024-01-07,2024,Q1,1,January,1,Sunday,Y,N
20240108,2024-01-08,2024,Q1,1,January,2,Monday,N,N
20240109,2024-01-09,2024,Q1,1,January,2,Tuesday,N,N
20240110,2024-01-10,2024,Q1,1,January,2,Wednesday,N,N
20240111,2024-01-11,2024,Q1,1,January,2,Thursday,N,N
20240112,2024-01-12,2024,Q1,1,January,2,Friday,N,N
20240113,2024-01-13,2024,Q1,1,January,2,Saturday,Y,N
20240114,2024-01-14,2024,Q1,1,January,2,Sunday,Y,N
20240115,2024-01-15,2024,Q1,1,January,3,Monday,N,N
20240116,2024-01-16,2024,Q1,1,January,3,Tuesday,N,N
20240117,2024-01-17,2024,Q1,1,January,3,Wednesday,N,N
20240118,2024-01-18,2024,Q1,1,January,3,Thursday,N,N
20240119,2024-01-19,2024,Q1,1,January,3,Friday,N,Y
20240120,2024-01-20,2024,Q1,1,January,3,Saturday,Y,N
20240121,2024-01-21,2024,Q1,1,January,3,Sunday,Y,N
20240122,2024-01-22,2024,Q1,1,January,4,Monday,N,Y
20240123,2024-01-23,2024,Q1,1,January,4,Tuesday,N,N
20240124,2024-01-24,2024,Q1,1,January,4,Wednesday,N,N
20240125,2024-01-25,2024,Q1,1,January,4,Thursday,N,N
20240126,2024-01-26,2024,Q1,1,January,4,Friday,N,Y
20240127,2024-01-27,2024,Q1,1,January,4,Saturday,Y,N
20240128,2024-01-28,2024,Q1,1,January,4,Sunday,Y,N
20240129,2024-01-29,2024,Q1,1,January,5,Monday,N,N
20240130,2024-01-30,2024,Q1,1,January,5,Tuesday,N,N
20240131,2024-01-31,2024,Q1,1,January,5,Wednesday,N,N
20240201,2024-02-01,2024,Q1,2,February,5,Thursday,N,Y
20240202,2024-02-02,2024,Q1,2,February,5,Friday,N,N
20240203,2024-02-03,2024,Q1,2,February,5,Saturday,Y,Y
20240204,2024-02-04,2024,Q1,2,February,5,Sunday,Y,Y
20240205,2024-02-05,2024,Q1,2,February,6,Monday,N,N
20240206,2024-02-06,2024,Q1,2,February,6,Tuesday,N,Y
20240207,2024-02-07,2024,Q1,2,February,6,Wednesday,N,N
20240208,2024-02-08,2024,Q1,2,February,6,Thursday,N,N
20240209,2024-02-09,2024,Q1,2,February,6,Friday,N,Y
20240210,2024-02-10,2024,Q1,2,February,6,Saturday,Y,N
20240211,2024-02-11,2024,Q1,2,February,6,Sunday,Y,Y
20240212,2024-02-12,2024,Q1,2,February,7,Monday,N,Y
20240213,2024-02-13,2024,Q1,2,February,7,Tuesday,N,N
20240214,2024-02-14,2024,Q1,2,February,7,Wednesday,N,N
20240215,2024-02-15,2024,Q1,2,February,7,Thursday,N,N
20240216,2024-02-16,2024,Q1,2,February,7,Friday,N,N
20240217,2024-02-17,2024,Q1,2,February,7,Saturday,Y,N
20240218,2024-02-18,2024,Q1,2,February,7,Sunday,Y,Y
20240219,2024-02-19,2024,Q1,2,February,8,Monday,N,N
20240220,2024-02-20,2024,Q1,2,February,8,Tuesday,N,N
20240221,2024-02-21,2024,Q1,2,February,8,Wednesday,N,N
20240222,2024-02-22,2024,Q1,2,February,8,Thursday,N,Y
20240223,2024-02-23,2024,Q1,2,February,8,Friday,N,Y
20240224,2024-02-24,2024,Q1,2,February,8,Saturday,Y,N
20240225,2024-02-25,2024,Q1,2,February,8,Sunday,Y,N
20240226,2024-02-26,2024,Q1,2,February,9,Monday,N,N
20240227,2024-02-27,2024,Q1,2,February,9,Tuesday,N,Y
20240228,2024-02-28,2024,Q1,2,February,9,Wednesday,N,N
20240229,2024-02-29,2024,Q1,2,February,9,Thursday,N,N
20240301,2024-03-01,2024,Q1,3,March,9,Friday,N,Y
20240302,2024-03-02,2024,Q1,3,March,9,Saturday,Y,N
20240303,2024-03-03,2024,Q1,3,March,9,Sunday,Y,Y
20240304,2024-03-04,2024,Q1,3,March,10,Monday,N,N
20240305,2024-03-05,2024,Q1,3,March,10,Tuesday,N,N
20240306,2024-03-06,2024,Q1,3,March,10,Wednesday,N,N
20240307,2024-03-07,2024,Q1,3,March,10,Thursday,N,N
20240308,2024-03-08,2024,Q1,3,March,10,Friday,N,Y
20240309,2024-03-09,2024,Q1,3,March,10,Saturday,Y,Y
20240310,2024-03-10,2024,Q1,3,March,10,Sunday,Y,N
20240311,2024-03-11,2024,Q1,3,March,11,Monday,N,N
20240312,2024-03-12,2024,Q1,3,March,11,Tuesday,N,N
20240313,2024-03-13,2024,Q1,3,March,11,Wednesday,N,N
20240314,2024-03-14,2024,Q1,3,March,11,Thursday,N,N
20240315,2024-03-15,2024,Q1,3,March,11,Friday,N,N
20240316,2024-03-16,2024,Q1,3,March,11,Saturday,Y,N
20240317,2024-03-17,2024,Q1,3,March,11,Sunday,Y,N
20240318,2024-03-18,2024,Q1,3,March,12,Monday,N,N
20240319,2024-03-19,2024,Q1,3,March,12,Tuesday,N,N
20240320,2024-03-20,2024,Q1,3,March,12,Wednesday,N,N
20240321,2024-03-21,2024,Q1,3,March,12,Thursday,N,N
20240322,2024-03-22,2024,Q1,3,March,12,Friday,N,N
20240323,2024-03-23,2024,Q1,3,March,12,Saturday,Y,Y
20240324,2024-03-24,2024,Q1,3,March,12,Sunday,Y,N
20240325,2024-03-25,2024,Q1,3,March,13,Monday,N,N
20240326,2024-03-26,2024,Q1,3,March,13,Tuesday,N,N
20240327,2024-03-27,2024,Q1,3,March,13,Wednesday,N,N
20240328,2024-03-28,2024,Q1,3,March,13,Thursday,N,N
20240329,2024-03-29,2024,Q1,3,March,13,Friday,N,N
20240330,2024-03-30,2024,Q1,3,March,13,Saturday,Y,N
20240331,2024-03-31,2024,Q1,3,March,13,Sunday,Y,N
20240401,2024-04-01,2024,Q2,4,April,14,Monday,N,Y
20240402,2024-04-02,2024,Q2,4,April,14,Tuesday,N,N
20240403,2024-04-03,2024,Q2,4,April,14,Wednesday,N,N
20240404,2024-04-04,2024,Q2,4,April,14,Thursday,N,Y
20240405,2024-04-05,2024,Q2,4,April,14,Friday,N,Y
20240406,2024-04-06,2024,Q2,4,April,14,Saturday,Y,Y
20240407,2024-04-07,2024,Q2,4,April,14,Sunday,Y,N
