PO_ID,PO_LINE_ID,SUPPLIER_ID,ITEM_ID,CUSTOMER_ID,WAREHOUSE_ID,CURRENCY_CODE,ORDER_DATE,EXPECTED_DELIVERY_DATE,ACTUAL_DELIVERY_DATE,STATUS,QUANTITY_ORDERED,QUANTITY_RECEIVED,UNIT_PRICE_ORIG,UNIT_COST_ORIG,TOTAL_AMOUNT_ORIG,DISCOUNT_PCT,PAYMENT_STATUS,INVOICE_NUMBER,NOTES
PO002449,POL002449,SUP017,ITM0136,CUST0066,WH003,USD,2022-01-28,2022-02-09,2022-02-13,PARTIALLY_DELIVERED,242,0,803.52,621.93,194451.84,6.77,PAID,INV360236,Quality issue
PO008135,POL008135,SUP011,ITM0018,CUST0021,WH012,EUR,2024-06-11,2024-07-24,2024-07-20,PARTIALLY_DELIVERED,4,2,1938.03,1082.74,7752.12,6.97,UNPAID,INV678169,
PO006908,POL006908,SUP022,ITM0002,CUST0069,WH011,MXN,2022-04-29,2022-05-13,2022-05-18,DELIVERED,429,288,2375.56,1221.31,1019115.24,13.15,PARTIAL,INV817201,Quality issue
PO012182,POL012182,SUP028,ITM0089,CUST0049,WH015,JPY,2023-01-13,2023-02-06,2023-02-18,PENDING,482,0,1931.85,1235.41,931151.7,7.78,OVERDUE,INV987488,Urgent
PO017086,POL017086,SUP014,ITM0040,CUST0042,WH001,AUD,2024-12-27,2025-01-22,2025-01-31,SHIPPED,394,327,4138.86,3067.34,1630710.84,2.89,PAID,INV788784,
PO007458,POL007458,SUP050,ITM0064,CUST0082,WH001,INR,2024-10-04,2024-10-07,,PENDING,12,0,1444.9,792.96,17338.8,5.67,UNPAID,INV460246,
PO006998,POL006998,SUP007,ITM0137,CUST0060,WH011,USD,2023-11-10,2023-12-17,2023-12-30,APPROVED,314,102,4095.73,2376.22,1286059.22,6.6,PAID,INV273373,
PO003889,POL003889,SUP001,ITM0117,CUST0064,WH018,EUR,2023-12-06,2024-01-08,2024-01-04,PARTIALLY_DELIVERED,170,57,323.38,213.89,54974.6,4.28,OVERDUE,INV652003,
PO009768,POL009768,SUP009,ITM0058,CUST0080,WH014,INR,2024-01-31,2024-02-11,2024-02-09,APPROVED,231,131,4695.39,2962.27,1084635.09,17.92,PARTIAL,INV186238,Partial shipment
PO009577,POL009577,SUP028,ITM0014,CUST0036,WH019,CAD,2024-01-04,2024-02-24,2024-02-26,CANCELLED,117,5,3265.1,1927.29,382016.7,0.17,OVERDUE,INV897192,Quality issue
PO012179,POL012179,SUP005,ITM0059,CUST0049,WH006,EUR,2023-05-02,2023-06-02,2023-06-01,PARTIALLY_DELIVERED,467,101,4998.06,3129.61,2334094.02,8.46,PARTIAL,INV919809,Urgent
PO008021,POL008021,SUP017,ITM0139,CUST0006,WH010,MXN,2024-09-25,2024-10-24,,SHIPPED,139,119,4370.94,2489.05,607560.66,9.12,PARTIAL,INV785963,Urgent
PO010618,POL010618,SUP021,ITM0105,CUST0077,WH009,AUD,2022-12-17,2023-01-01,2022-12-28,SHIPPED,405,341,3019.31,1966.28,1222820.55,18.66,UNPAID,INV927721,
PO014471,POL014471,SUP043,ITM0067,CUST0096,WH007,GBP,2022-06-16,2022-07-01,2022-07-13,CANCELLED,34,19,1138.17,678.03,38697.78,8.01,UNPAID,INV779380,
PO019883,POL019883,SUP044,ITM0108,CUST0079,WH018,EUR,2024-08-14,2024-09-23,2024-09-23,SHIPPED,36,3,2778.14,1568.43,100013.04,6.52,UNPAID,INV527227,
PO014351,POL014351,SUP026,ITM0006,CUST0024,WH008,MXN,2023-03-31,2023-04-27,2023-04-30,PENDING,141,0,4141.28,2244.51,583920.48,8.34,PAID,INV887975,Quality issue
PO019103,POL019103,SUP025,ITM0119,CUST0039,WH011,GBP,2022-12-31,2023-02-01,2023-02-15,PENDING,343,0,1432.21,1074.77,491248.03,2.74,OVERDUE,INV985841,
PO013231,POL013231,SUP008,ITM0044,CUST0005,WH014,INR,2024-07-19,2024-08-11,2024-08-09,PARTIALLY_DELIVERED,312,238,4392.92,2400.88,1370591.04,13.65,PAID,INV511466,Quality issue
PO011842,POL011842,SUP028,ITM0142,CUST0036,WH020,AUD,2024-04-03,2024-05-29,2024-05-27,APPROVED,468,395,4891.1,3858.65,2289034.8,19.88,PAID,INV551200,Urgent
PO010616,POL010616,SUP011,ITM0035,CUST0039,WH015,CAD,2022-06-10,2022-07-17,,SHIPPED,137,1,3194.9,2438.4,437701.3,5.24,PARTIAL,INV159513,
PO019085,POL019085,SUP034,ITM0076,CUST0018,WH004,MXN,2023-09-29,2023-11-15,2023-11-23,APPROVED,301,291,1070.02,580.87,322076.02,11.72,PARTIAL,INV638492,Partial shipment
PO018396,POL018396,SUP003,ITM0114,CUST0041,WH002,MXN,2023-06-16,2023-07-16,2023-07-20,PENDING,234,0,4560.38,3349.28,1067128.92,16.96,UNPAID,INV252627,
PO000118_DUP,POL000118_DUP,SUP043,ITM0038,CUST0073,WH015,MXN,2024-11-05,2024-11-29,2024-12-03,CANCELLED,459,173,1452.69,1137.75,666784.71,13.78,OVERDUE,INV142027,
PO014247,POL014247,SUP032,ITM0020,CUST0071,WH008,JPY,2023-12-22,2024-01-20,2024-01-22,SHIPPED,89,27,352.4,219.48,31363.6,1.77,PARTIAL,INV890336,
PO013602,POL013602,SUP040,ITM0076,CUST0037,WH014,JPY,2023-10-12,2023-10-22,2023-10-21,SHIPPED,151,151,2109.05,1681.42,318466.55,2.17,PAID,INV413239,
PO014810,POL014810,SUP042,ITM0133,CUST0023,WH011,USD,2022-09-30,2022-11-21,,PARTIALLY_DELIVERED,70,37,1171.83,860.69,82028.1,14.08,PARTIAL,INV307661,Urgent
PO001007,POL001007,SUP008,ITM0058,CUST0074,WH017,INR,2023-07-25,2023-08-31,2023-09-08,APPROVED,230,105,4723.02,2416.87,1086294.6,6.37,OVERDUE,INV296599,
PO007923,POL007923,SUP036,ITM0002,CUST0048,WH013,AUD,2022-01-11,2022-02-17,2022-02-26,PENDING,450,0,3613.62,2255.27,1626129.0,4.7,PARTIAL,INV609938,Partial shipment
PO009869,POL009869,SUP047,ITM0118,CUST0079,WH018,MXN,2023-07-28,2023-08-11,2023-08-25,SHIPPED,303,162,2777.45,1571.62,841567.35,7.8,PARTIAL,INV692244,
PO018081,POL018081,SUP042,ITM0049,CUST0068,WH020,JPY,2024-11-12,2024-12-15,,DELIVERED,405,372,1207.48,860.97,489029.4,7.94,OVERDUE,INV409981,Partial shipment
PO017240,POL017240,SUP010,ITM0068,CUST0084,WH017,JPY,2024-01-23,2024-02-16,2024-02-25,SHIPPED,344,56,2081.12,1096.97,715905.28,4.55,PARTIAL,INV387115,Quality issue
PO004123,POL004123,SUP016,ITM0092,CUST0049,WH013,MXN,2024-10-20,2024-12-11,2024-12-14,APPROVED,162,63,3333.83,2407.76,540080.46,10.37,UNPAID,INV634962,
PO007636,POL007636,SUP026,ITM0017,CUST0016,WH012,EUR,2022-04-07,2022-04-12,2022-04-21,PENDING,237,0,1702.36,1023.13,403459.32,0.09,PARTIAL,INV634321,Urgent
PO007969,POL007969,SUP013,ITM0006,CUST0005,WH003,JPY,2022-08-03,2022-09-28,2022-09-29,APPROVED,190,60,3145.33,1914.34,597612.7,13.84,PAID,INV737205,
PO014542,POL014542,SUP037,ITM0132,CUST0085,WH001,CAD,2024-12-27,2025-01-24,2025-01-24,SHIPPED,13,3,1371.39,888.37,17828.07,6.41,OVERDUE,INV821849,
PO007212,POL007212,SUP046,ITM0146,CUST0080,WH004,USD,2023-01-18,2023-02-07,2023-02-10,DELIVERED,405,80,13.57,9.57,5495.85,1.55,UNPAID,INV399436,
PO018847,POL018847,SUP003,ITM0005,CUST0095,WH014,INR,2024-07-31,2024-08-04,2024-08-15,DELIVERED,336,264,4455.06,3478.05,1496900.16,17.59,UNPAID,INV362774,Partial shipment
PO017284,POL017284,SUP022,ITM0028,CUST0018,WH015,INR,2024-08-14,2024-08-24,2024-09-04,PARTIALLY_DELIVERED,106,22,1438.34,1144.25,152464.04,6.73,PAID,INV274864,Quality issue
PO005604,POL005604,SUP019,ITM0006,CUST0032,WH020,MXN,2023-08-28,2023-09-14,2023-09-28,PARTIALLY_DELIVERED,354,226,3111.81,1643.52,1101580.74,18.84,UNPAID,INV358354,Urgent
PO005942,POL005942,SUP032,ITM0127,CUST0011,WH005,USD,2024-09-19,2024-10-14,2024-10-26,APPROVED,23,3,4300.37,2682.1,98908.51,0.21,PAID,INV779914,Partial shipment
PO000204,POL000204,SUP001,ITM0016,CUST0062,WH009,MXN,2024-07-14,2024-07-19,,APPROVED,493,306,4147.71,2433.77,2044821.03,5.02,OVERDUE,INV468488,
PO007722,POL007722,SUP046,ITM0020,CUST0007,WH018,INR,2024-01-26,2024-02-26,,APPROVED,165,83,722.19,470.86,119161.35,18.16,UNPAID,INV863228,
PO012482,POL012482,SUP007,ITM0121,CUST0054,WH006,GBP,2022-09-08,2022-10-04,2022-10-02,DELIVERED,113,40,1036.43,770.08,117116.59,7.77,OVERDUE,INV556398,
PO012970,POL012970,SUP014,ITM0108,CUST0024,WH003,JPY,2024-07-12,2024-08-24,2024-09-07,PENDING,139,0,4231.12,2602.28,588125.68,1.4,PARTIAL,INV424377,
PO002664,POL002664,SUP023,ITM0057,CUST0023,WH012,JPY,2024-04-27,2024-05-02,2024-05-08,PENDING,172,0,1011.3,697.0,173943.6,19.3,UNPAID,INV423238,
PO002252,POL002252,SUP049,ITM0060,CUST0012,WH004,USD,2024-04-21,2024-05-20,2024-05-30,APPROVED,331,293,4451.38,3157.95,1473406.78,15.78,PAID,INV853541,Partial shipment
PO000422,POL000422,SUP050,ITM0083,CUST0034,WH011,JPY,2023-04-26,2023-04-30,2023-05-11,CANCELLED,456,210,4255.69,2650.03,1940594.64,7.83,OVERDUE,INV545853,Partial shipment
PO000391,POL000391,SUP004,ITM0007,CUST0100,WH007,INR,2023-04-07,2023-05-21,2023-05-31,PENDING,401,0,4249.92,3363.56,1704217.92,10.68,OVERDUE,INV815067,
PO000442,POL000442,SUP041,ITM0117,CUST0063,WH006,USD,2023-06-03,2023-06-23,2023-07-06,CANCELLED,442,242,3591.56,2303.06,,15.0,PAID,INV140048,Urgent
PO001349,POL001349,SUP006,ITM0147,CUST0028,WH017,AUD,2024-04-28,2024-05-07,2024-05-11,PENDING,112,0,2442.58,1632.05,273568.96,17.06,PAID,INV511003,Quality issue
PO013513,POL013513,SUP002,ITM0083,CUST0008,WH007,JPY,2022-08-08,2022-08-24,2022-08-26,PARTIALLY_DELIVERED,346,219,4743.54,2463.34,1641264.84,16.03,PARTIAL,INV241533,Partial shipment
PO005062,POL005062,SUP047,ITM0020,CUST0041,WH018,AUD,2022-02-10,2022-02-16,2022-02-14,CANCELLED,149,91,4685.86,2447.76,698193.14,4.24,PAID,INV644465,Quality issue
PO018774,POL018774,SUP008,ITM0148,CUST0098,WH011,EUR,2022-07-19,2022-07-23,2022-07-23,PARTIALLY_DELIVERED,72,30,2193.06,1487.03,157900.32,0.24,UNPAID,INV632042,
PO017843,POL017843,SUP014,ITM0079,CUST0023,WH007,JPY,2024-06-27,2024-08-10,2024-08-22,DELIVERED,95,17,3511.87,2687.61,333627.65,15.38,PARTIAL,INV768356,
PO018976,POL018976,SUP047,ITM0042,CUST0037,WH019,MXN,2024-02-01,2024-02-29,2024-02-24,CANCELLED,3,0,4474.5,3088.19,13423.5,2.03,OVERDUE,INV302539,Urgent
PO019230,POL019230,SUP043,ITM0091,CUST0030,WH008,EUR,2023-08-22,2023-09-05,,SHIPPED,439,27,1966.14,1381.79,863135.46,17.41,PARTIAL,INV293367,Quality issue
PO015992,POL015992,SUP003,ITM0136,CUST0012,WH001,USD,2023-10-13,2023-11-17,2023-11-17,SHIPPED,93,79,2869.26,1471.76,266841.18,0.83,PARTIAL,INV522857,
PO008721,POL008721,SUP029,ITM0094,CUST0039,WH017,JPY,2022-10-03,2022-11-22,2022-11-22,PARTIALLY_DELIVERED,298,112,4619.88,2878.74,1376724.24,18.41,PARTIAL,INV192107,Partial shipment
PO006367,POL006367,SUP047,ITM0015,CUST0022,WH015,CAD,2023-06-07,2023-06-26,2023-06-23,DELIVERED,191,127,4945.8,3033.58,944647.8,0.8,PARTIAL,INV361714,Quality issue
PO003971,POL003971,SUP019,ITM0135,CUST0098,WH003,JPY,2024-12-09,2025-01-26,2025-02-08,SHIPPED,86,60,103.46,70.3,8897.56,16.63,PARTIAL,INV235874,Urgent
PO003662,POL003662,SUP032,ITM0149,CUST0067,WH020,AUD,2023-01-19,2023-02-22,2023-02-23,PARTIALLY_DELIVERED,327,21,3574.93,2718.37,1169002.11,14.29,OVERDUE,INV871732,
PO008526,POL008526,SUP018,ITM0064,CUST0006,WH012,AUD,2022-09-25,2022-10-15,2022-10-26,APPROVED,121,64,1555.78,940.24,188249.38,10.41,OVERDUE,INV410284,Quality issue
PO013482,POL013482,SUP032,ITM0118,CUST0046,WH001,JPY,2022-06-21,2022-07-04,2022-07-15,PENDING,99,0,4510.83,2295.55,446572.17,1.62,OVERDUE,INV258908,Partial shipment
PO003750,POL003750,SUP005,ITM0078,CUST0055,WH007,MXN,2022-03-20,2022-05-13,,DELIVERED,472,301,25.65,17.0,12106.8,1.65,UNPAID,INV928671,Partial shipment
PO013998,POL013998,SUP004,ITM0038,CUST0089,WH019,INR,2022-12-17,2022-12-24,2022-12-22,SHIPPED,116,13,98.3,77.42,11402.8,2.36,PAID,INV723892,Partial shipment
PO006603,POL006603,SUP044,ITM0127,CUST0036,WH014,JPY,2022-05-18,2022-07-17,,CANCELLED,416,373,4397.31,2906.48,1829280.96,11.55,OVERDUE,INV232724,
PO009347,POL009347,SUP018,ITM0087,CUST0035,WH010,INR,2022-08-18,2022-09-15,2022-09-16,APPROVED,88,23,3529.74,1784.24,310617.12,8.15,UNPAID,INV943854,
PO018332,POL018332,SUP021,ITM0066,CUST0061,WH010,EUR,-999,2022-05-03,2022-05-01,APPROVED,378,195,4883.53,2853.88,1845974.34,5.2,UNPAID,INV812753,
PO007092,POL007092,SUP036,ITM0043,CUST0007,WH011,USD,2024-01-14,2024-01-17,2024-01-25,APPROVED,422,109,1911.67,1256.79,806724.74,3.64,OVERDUE,INV474351,
PO019443,POL019443,SUP039,ITM0066,CUST0059,WH014,JPY,2024-05-11,2024-06-14,,APPROVED,410,248,4300.58,3227.26,1763237.8,6.08,UNPAID,INV678235,Urgent
PO009833,POL009833,SUP019,ITM0084,CUST0027,WH013,MXN,2022-01-25,2022-02-28,,PENDING,5,0,2131.08,1184.26,10655.4,17.33,PARTIAL,INV792641,
PO007421,POL007421,SUP039,ITM0092,CUST0042,WH005,CAD,2022-04-07,2022-04-28,2022-05-02,-999,449,73,2628.7,1691.78,1180286.3,14.12,OVERDUE,INV193909,Quality issue
PO005475,POL005475,SUP023,ITM0082,CUST0090,WH014,AUD,2024-01-08,2024-01-16,,SHIPPED,36,11,3567.2,1959.87,128419.2,18.23,UNPAID,INV170720,Quality issue
PO003338,POL003338,SUP050,ITM0062,CUST0057,WH007,INR,2022-03-10,2022-04-28,2022-05-12,SHIPPED,314,121,319.74,214.49,100398.36,4.27,UNPAID,INV953891,Quality issue
PO001840,POL001840,SUP001,ITM0033,CUST0019,WH009,JPY,2024-12-28,2025-02-18,,PARTIALLY_DELIVERED,149,101,919.24,528.76,136966.76,3.48,OVERDUE,INV599765,
PO004971,POL004971,SUP012,ITM0067,CUST0065,WH010,EUR,2023-11-13,2023-12-12,2023-12-27,PENDING,297,0,4790.45,3730.49,1422763.65,17.05,PAID,INV563894,
PO014954,POL014954,SUP024,ITM0089,CUST0080,WH019,GBP,2023-01-08,2023-03-08,2023-03-06,APPROVED,98,0,2893.66,2004.95,283578.68,10.83,UNPAID,INV867539,Urgent
PO014124,POL014124,SUP050,ITM0145,CUST0009,WH017,CAD,2023-02-20,2023-04-01,2023-04-11,APPROVED,144,26,730.46,407.75,105186.24,13.84,OVERDUE,INV339032,Urgent
PO015251,POL015251,SUP012,ITM0073,CUST0001,WH004,JPY,2023-02-06,2023-02-13,,SHIPPED,60,11,3319.68,1723.34,199180.8,6.0,UNPAID,INV149666,
PO014073,POL014073,SUP039,ITM0036,CUST0009,WH016,MXN,2024-11-02,2024-12-14,,SHIPPED,307,243,3631.75,2345.58,1114947.25,10.12,UNPAID,INV939934,
PO007762,POL007762,SUP022,ITM0048,CUST0022,WH003,MXN,2023-09-12,2023-11-08,,APPROVED,312,259,4261.63,3015.76,1329628.56,2.66,UNPAID,INV119519,
PO006000,POL006000,SUP008,ITM0100,CUST0081,WH016,EUR,2022-07-26,2022-09-06,2022-09-19,PARTIALLY_DELIVERED,90,13,2118.59,1229.76,190673.1,1.47,PAID,INV573282,Quality issue
PO017911,POL017911,SUP039,ITM0024,CUST0020,WH012,GBP,2024-06-13,2024-07-19,2024-07-15,APPROVED,222,166,4712.5,3762.98,1046175.0,8.37,OVERDUE,INV355345,
PO005427,POL005427,SUP036,ITM0028,CUST0073,WH018,AUD,2024-11-24,2025-01-18,2025-01-29,PENDING,22,0,1450.36,1056.7,31907.92,2.73,UNPAID,INV672452,
PO011498,POL011498,SUP011,ITM0129,CUST0080,WH011,USD,2022-03-11,2022-03-24,2022-04-06,SHIPPED,306,130,1418.89,1042.43,434180.34,12.29,OVERDUE,INV903498,
PO004501,POL004501,SUP036,ITM0044,CUST0072,WH004,USD,2024-09-04,2024-10-21,2024-10-16,CANCELLED,444,443,781.96,416.25,347190.24,18.01,PAID,INV275319,Urgent
PO008934,POL008934,SUP024,ITM0047,CUST0092,WH009,JPY,2024-09-22,2024-10-08,2024-10-19,PARTIALLY_DELIVERED,495,7,2780.74,2077.93,1376466.3,8.46,UNPAID,INV375369,Urgent
PO008104,POL008104,SUP033,ITM0023,CUST0063,WH010,GBP,2023-03-29,2023-04-08,,PARTIALLY_DELIVERED,386,74,1812.6,1346.56,699663.6,17.63,PARTIAL,INV713079,Partial shipment
PO011597,POL011597,SUP021,ITM0122,CUST0032,WH013,JPY,2023-06-29,2023-08-11,2023-08-18,DELIVERED,152,57,1544.72,1198.25,234797.44,8.18,OVERDUE,INV588997,Quality issue
PO000730,POL000730,SUP013,ITM0089,CUST0052,WH004,GBP,2024-07-18,2024-08-04,,APPROVED,489,239,4657.28,2828.66,2277409.92,10.89,PAID,INV586806,
PO004896,POL004896,SUP011,ITM0145,CUST0063,WH017,JPY,2023-04-22,2023-05-02,2023-05-01,CANCELLED,349,115,4555.66,2834.6,1589925.34,8.86,PAID,INV174807,
PO007018,POL007018,SUP014,ITM0082,CUST0096,WH007,USD,2022-12-04,2022-12-23,2023-01-05,APPROVED,39,19,1003.57,564.11,39139.23,1.78,PAID,INV797874,
PO019229,POL019229,SUP033,ITM0102,CUST0036,WH007,INR,2022-01-02,2022-02-05,2022-02-08,PENDING,372,0,3386.31,1972.79,1259707.32,10.13,PAID,INV947151,Quality issue
PO004035,POL004035,SUP011,ITM0026,CUST0047,WH013,MXN,2024-05-09,2024-05-22,,APPROVED,119,29,4261.92,2520.77,507168.48,15.78,PARTIAL,INV308777,Quality issue
PO013716,POL013716,SUP012,ITM0034,CUST0012,WH010,GBP,2023-08-26,2023-09-08,2023-09-09,APPROVED,244,111,1751.91,1220.15,427466.04,18.02,UNPAID,INV937308,
PO017945,POL017945,SUP030,ITM0090,CUST0067,WH018,USD,2022-09-09,2022-09-30,,CANCELLED,418,159,1449.32,787.13,605815.76,16.79,OVERDUE,INV154627,
PO001529,POL001529,SUP022,ITM0096,CUST0021,WH008,INR,2023-07-27,2023-08-13,2023-08-24,PARTIALLY_DELIVERED,340,290,2825.4,1757.81,,19.71,OVERDUE,INV913857,
PO013276,POL013276,SUP008,ITM0054,CUST0048,WH001,EUR,2023-12-06,2024-01-19,,PARTIALLY_DELIVERED,172,76,3199.79,1987.51,550363.88,4.27,UNPAID,INV782233,Quality issue
PO017727,POL017727,SUP047,ITM0015,CUST0016,WH018,MXN,2023-11-14,2024-01-04,2024-01-01,CANCELLED,147,137,860.7,508.57,126522.9,6.53,OVERDUE,INV728151,Quality issue
PO014682,POL014682,SUP020,ITM0139,CUST0094,WH002,AUD,2023-09-14,2023-09-30,2023-10-10,APPROVED,25,24,3526.81,1963.84,88170.25,7.3,PAID,INV211954,
PO009522,POL009522,SUP037,ITM0149,CUST0064,WH018,JPY,2024-01-05,2024-02-01,,SHIPPED,202,184,3788.92,2536.22,765361.84,3.04,UNPAID,INV361799,
PO004235,POL004235,SUP004,ITM0145,CUST0097,WH019,GBP,2022-12-21,2022-12-24,2022-12-20,APPROVED,191,158,3966.59,2362.99,757618.69,7.84,UNPAID,INV738541,Urgent
PO012311,POL012311,SUP033,ITM0046,CUST0017,WH005,GBP,2022-04-22,2022-05-21,2022-05-18,APPROVED,22,21,1707.7,917.81,37569.4,3.61,OVERDUE,INV290915,
PO015069,POL015069,SUP025,ITM0115,CUST0038,WH010,JPY,2022-01-02,2022-01-12,2022-01-18,CANCELLED,242,151,1362.9,697.55,329821.8,13.51,UNPAID,INV371028,
PO014604,POL014604,SUP001,ITM0007,CUST0031,WH008,INR,2024-11-06,2024-12-06,,CANCELLED,342,262,1786.68,1139.95,611044.56,18.11,PAID,INV839731,Partial shipment
PO003247,POL003247,SUP014,ITM0132,CUST0067,WH007,GBP,2024-04-02,2024-05-15,2024-05-16,CANCELLED,123,92,2426.84,1452.91,298501.32,16.04,UNPAID,INV785693,
PO007788,POL007788,SUP011,ITM0072,CUST0100,WH005,EUR,2023-11-13,2023-12-28,2023-12-23,SHIPPED,258,44,1412.47,981.01,364417.26,7.47,UNPAID,INV300060,Quality issue
PO002914,POL002914,SUP016,ITM0138,CUST0089,WH002,MXN,2024-09-02,2024-10-28,2024-11-11,CANCELLED,392,163,4464.82,2817.61,1750209.44,2.17,PARTIAL,INV351993,Quality issue
PO007986,POL007986,SUP047,ITM0076,CUST0078,WH006,AUD,2024-01-02,2024-01-29,2024-02-02,PARTIALLY_DELIVERED,243,45,4170.21,2923.13,1013361.03,18.2,UNPAID,INV207528,
PO002759,POL002759,SUP041,ITM0023,CUST0004,WH013,AUD,2024-01-18,2024-03-10,2024-03-21,CANCELLED,316,246,1211.44,729.28,382815.04,4.53,UNPAID,INV644944,
PO004572,POL004572,SUP039,ITM0044,CUST0065,WH016,EUR,2023-11-24,2023-12-08,2023-12-20,DELIVERED,183,25,4463.15,2359.82,816756.45,19.5,PAID,INV124649,
PO008178,POL008178,SUP006,ITM0062,CUST0058,WH007,INR,2023-12-27,2024-01-06,2024-01-12,CANCELLED,343,131,1834.26,1423.11,629151.18,5.08,PARTIAL,INV542852,
PO001960,POL001960,SUP019,ITM0146,CUST0083,WH004,USD,2023-05-02,2023-06-16,2023-06-27,APPROVED,441,91,4348.5,3391.52,1917688.5,16.75,UNPAID,INV218757,Partial shipment
PO019871,POL019871,SUP047,ITM0097,CUST0068,WH007,EUR,2023-03-16,2023-04-03,2023-04-09,PARTIALLY_DELIVERED,105,4,4808.99,3038.56,504943.95,18.04,UNPAID,INV485191,
PO017183,POL017183,SUP005,ITM0139,CUST0032,WH008,EUR,,2024-10-14,2024-10-13,CANCELLED,437,437,2852.4,1976.97,1246498.8,19.66,OVERDUE,INV979271,Urgent
PO012282,POL012282,SUP050,ITM0078,CUST0012,WH015,GBP,2023-02-27,2023-03-23,,DELIVERED,368,300,1214.73,816.18,447020.64,7.6,UNPAID,INV822674,Urgent
PO009177,POL009177,SUP019,ITM0044,CUST0030,WH008,EUR,2024-02-02,2024-03-24,,PARTIALLY_DELIVERED,142,96,3767.96,2620.87,535050.32,0.46,UNPAID,INV177490,
PO010923,POL010923,SUP008,ITM0021,CUST0022,WH016,MXN,2022-10-01,2022-11-18,2022-11-25,SHIPPED,167,116,1747.92,957.79,291902.64,10.23,PAID,INV970361,Partial shipment
PO015591,POL015591,SUP042,ITM0095,CUST0026,WH005,INR,2023-03-21,2023-05-04,2023-05-18,APPROVED,35,32,789.16,613.13,27620.6,19.96,UNPAID,INV788829,Partial shipment
PO007535,POL007535,SUP048,ITM0121,CUST0083,WH007,USD,2023-05-14,2023-06-19,2023-06-21,DELIVERED,287,58,4530.71,2983.25,1300313.77,5.79,UNPAID,INV929237,Urgent
PO019913,POL019913,SUP037,ITM0144,CUST0042,WH007,CAD,2022-10-23,2022-12-16,2022-12-29,DELIVERED,108,47,4057.37,3021.04,438195.96,16.45,UNPAID,INV512742,
PO000970,POL000970,SUP018,ITM0098,CUST0064,WH003,EUR,2024-11-14,2024-11-20,,SHIPPED,183,122,2127.15,1368.84,389268.45,8.85,OVERDUE,INV270483,Quality issue
PO018386,POL018386,-999,ITM0120,CUST0098,WH019,USD,2022-12-07,2023-01-20,2023-01-16,APPROVED,407,16,3176.62,2177.4,1292884.34,5.87,OVERDUE,INV429126,
PO014287,POL014287,SUP003,ITM0145,CUST0077,WH013,GBP,2022-09-17,2022-11-16,2022-11-14,PENDING,142,0,3858.29,2394.43,547877.18,0.21,PARTIAL,INV753560,
PO016411,POL016411,SUP009,ITM0114,CUST0051,WH020,AUD,2024-12-16,2024-12-28,2025-01-09,PENDING,133,0,831.19,570.77,110548.27,9.36,PARTIAL,INV487666,Quality issue
PO013542,POL013542,SUP024,ITM0009,CUST0077,WH006,GBP,2023-03-28,2023-05-21,2023-05-29,DELIVERED,414,232,3034.83,2326.96,1256419.62,8.4,PARTIAL,INV947279,
PO000152,POL000152,SUP014,ITM0071,CUST0057,WH014,JPY,2023-10-04,2023-10-28,2023-11-04,APPROVED,479,130,2117.23,1150.26,1014153.17,17.26,PAID,INV614178,Quality issue
PO005330,POL005330,SUP010,ITM0120,CUST0009,WH020,EUR,2022-05-08,2022-05-26,2022-05-26,PENDING,309,0,1081.12,653.57,334066.08,10.6,PAID,INV713797,Quality issue
PO002775,POL002775,SUP044,ITM0083,CUST0011,WH005,CAD,2023-12-15,2024-02-04,2024-02-18,PARTIALLY_DELIVERED,74,0,671.68,480.01,49704.32,11.43,PAID,INV168936,Quality issue
PO019156,POL019156,SUP031,ITM0137,CUST0009,WH005,CAD,2023-04-03,2023-05-28,2023-06-01,CANCELLED,28,17,2310.29,1713.62,64688.12,11.31,OVERDUE,INV306915,
PO005247,POL005247,SUP010,ITM0009,CUST0071,WH003,CAD,2022-08-12,2022-09-07,,APPROVED,87,23,3403.99,2032.78,296147.13,13.66,PARTIAL,INV735880,Quality issue
PO005410,POL005410,SUP049,ITM0103,CUST0065,WH018,EUR,2023-11-03,2023-12-20,2023-12-24,PENDING,299,0,3833.05,1998.98,1146081.95,0.03,PAID,INV284354,Urgent
PO005508,POL005508,SUP034,ITM0149,CUST0060,WH020,AUD,2024-11-16,2024-12-09,,PENDING,101,0,1748.3,1134.83,176578.3,2.1,UNPAID,INV529088,
PO017441,POL017441,SUP005,ITM0076,CUST0009,WH003,CAD,2024-02-06,2024-02-17,2024-02-14,PARTIALLY_DELIVERED,273,150,375.63,218.98,102546.99,13.45,PARTIAL,INV579503,
PO014925,POL014925,SUP049,ITM0046,CUST0025,WH006,GBP,2023-06-06,2023-06-18,2023-06-26,PENDING,307,0,169.29,116.34,51972.03,17.27,OVERDUE,INV514036,Urgent
PO010866,POL010866,SUP027,ITM0137,CUST0079,WH016,AUD,2022-10-31,2022-11-05,2022-11-07,APPROVED,224,193,1989.8,1392.0,445715.2,4.14,UNPAID,INV916327,Partial shipment
PO001991,POL001991,SUP028,ITM0055,CUST0097,WH016,INR,-999,2023-12-11,2023-12-25,PARTIALLY_DELIVERED,234,179,4876.55,3403.39,1141112.7,15.3,UNPAID,INV721840,
PO017368,POL017368,SUP050,ITM0143,CUST0018,WH013,EUR,2024-09-20,2024-10-16,2024-10-16,DELIVERED,419,144,668.43,336.86,280072.17,2.33,UNPAID,INV930621,
